DishName,Description,Region,MainIngredient,Ingredients,StateOfMainIngredient,DietType,MealEatenAtPartOfDay,Variations,FlavorProfiles,PreparationMethod,PreparationTimeMinutes,MeatCut
Raclette-Pfaennchen mit Kaesespaetzle,Melted cheese served over small pancakes with cheesy noodles.,"Switzerland, Bavaria, Baden-Wuerttemberg, Austria",Cheese,"pancakes, cheese, flour, eggs, milk, butter, nutmeg, onion, cream, chives",melted,"vegetarian, omnivore",dinner,"with various toppings, different cheeses","cheesy, creamy, buttery, savory",melting,20,
Radieschen-Salat mit Weisswurst & selbstgemachten Brezeln,Radish salad with Weisswurst and homemade pretzels.,"Bavaria, Austria, Switzerland",Weisswurst,"radishes, Weisswurst, pretzels, onion, parsley, vinegar, oil, mustard, salt, pepper",boiled,"omnivore, vegetarian","lunch, anytime","with different types of vinegar, with different herbs, without pretzels","sour, savory, aromatic, tangy, buttery, mild",boiling,15,pork
Radieschenquark mit Kartoffeln,A refreshing dish of quark cheese with radishes and potatoes.,"North Rhine-Westphalia, Lower Saxony, Netherlands",Quark,"quark, radishes, potatoes, chives, oil, vinegar, salt, pepper",creamy,"vegetarian, omnivore","lunch, anytime","with cucumber, dill, lemon","sour, savory, creamy, mild, earthy",mixing,10,
Raeuberbraten DDR Rezept,"Roasted pork with a rich gravy, a classic dish.","Saxony, Thuringia, Bavaria, Austria, Czech Republic, Poland",Pork,"pork roast, onion, carrot, celery, bay leaf, marjoram, thyme, salt, pepper, beef broth, flour, vinegar",roasted,omnivore,dinner,"with bacon, with dumplings, with potatoes","savory, umami, aromatic, buttery",roasting,120,pork shoulder
Ragout fin,A rich stew with fish and vegetables in a creamy sauce.,"North Rhine-Westphalia, Netherlands, Austria",Fish,"fish, onions, mushrooms, cream, flour, broth, parsley, lemon, peppercorns, bay leaf",cooked,omnivore,dinner,"with potatoes, with puff pastry, with different types of fish","creamy, savory, aromatic, buttery, tangy",simmered in sauce,45,
Rahmgulasch mit Kuerbis,Creamy stew with pumpkin and beef.,"Austria, Bavaria, Saxony",Beef,"beef, pumpkin, onion, paprika, tomato paste, sour cream, broth, oil, salt, pepper, caraway, marjoram",diced,omnivore,dinner,"vegetarian, with venison, with dumplings","savory, creamy, aromatic, earthy, buttery",engulfed in sauce,45,beef cubes
Rampen,"Thinly sliced, marinated beef, quickly fried or grilled.","Bavaria, Austria, Switzerland",Beef,"beef, onions, vinegar, oil, paprika, salt, pepper, marjoram",sliced,omnivore,"lunch, dinner","with different marinades, served in a sandwich","savory, tangy, aromatic, smoky",frying,15,tenderloin
Ravioli mit Spargel und Basilikum-Oel,"Pasta filled with ricotta and vegetables, served with asparagus and basil oil.","Bavaria, Austria, Switzerland",Pasta,"pasta, ricotta, asparagus, basil, olive oil, parmesan, salt, pepper, lemon",boiled,"vegetarian, omnivore","lunch, dinner","different fillings, different vegetables","savory, aromatic, buttery, creamy, cheesy, mild",boiled,20,
Regensburger Wurstsalat,Sliced sausage salad with onions and vinegar dressing.,"Bavaria, Austria, Czech Republic",Sausage,"sausage, onion, vinegar, oil, mustard, paprika, chives",sliced,omnivore,"lunch, anytime","with cheese, with pickles","sour, savory, aromatic, tangy",boiling,15,
Reh-Gulasch,"A rich stew of venison, often served with dumplings or potatoes.","Bavaria, Austria, Switzerland",Venison,"venison, onion, red wine, paprika, caraway, marjoram, bay leaf, beef broth, flour, oil",diced,omnivore,dinner,"with juniper berries, with mushrooms, with sour cream","savory, earthy, aromatic, smoky, umami",braised,180,venison shoulder
Rehbraten mit Quitten-Chutney,Roasted venison served with quince chutney.,"Bavaria, Austria, Switzerland",Venison,"venison, quince, onion, red wine, juniper berries, bay leaf, thyme, salt, pepper, butter, sugar",roasted,omnivore,dinner,"with potato dumplings, with Spätzle, with red cabbage","savory, fruity, aromatic, tangy, earthy",braised,90,venison haunch
Rehgulasch im Backofen,Braised venison stew cooked in the oven.,"Bavaria, Austria, Switzerland",Venison,"venison, onions, carrots, celery, red wine, beef broth, juniper berries, bay leaf, marjoram, flour, oil, salt, pepper",braised,omnivore,dinner,"with mushrooms, with dumplings, with potatoes","savory, earthy, aromatic, smoky",braising,150,venison shoulder
Rehpfeffer,Pan-fried venison coated in peppercorn crust.,"Bavaria, Austria, Switzerland",Venison,"venison, peppercorns, butter, onion, red wine, cream, juniper berries, bay leaf, salt, pepper",pan-fried,omnivore,dinner,"with dumplings, with potato gratin, with red cabbage","savory, aromatic, peppery, buttery",pan-frying,25,venison steak
Rehruecken (Kuchen),"A rich cake featuring venison, often with dried fruits and spices.","Bavaria, Austria, Switzerland",Venison,"venison, dried plums, raisins, apples, spices, flour, sugar, eggs, butter, brandy",baked,omnivore,dinner,"with cherries, with pears, with chocolate","sweet, fruity, aromatic, buttery, savory",baked,60,venison
Reibekuchen aus dem Backofen,Baked potato pancakes,"North Rhine-Westphalia, Lower Saxony, Netherlands",Potato,"potato, onion, flour, egg, milk, salt, pepper, oil",grated,"vegetarian, omnivore",anytime,"with apple, with bacon, savory, sweet","savory, buttery, mild, creamy",baked,20,
Reibekuchen mit Apfelmus,Pan-fried potato pancakes served with applesauce.,"North Rhine-Westphalia, Lower Saxony, Netherlands",Potato,"potato, onion, flour, egg, milk, salt, pepper, apples, sugar, lemon",grated,"vegetarian, omnivore",anytime,"with bacon, with quark, savory","sweet, savory, buttery, creamy, mild",frying,20,
Restaurationsbrot,Hearty bread typically served in restaurants.,"Austria, Bavaria, Switzerland",Wheat Flour,"wheat flour, water, yeast, salt, sometimes rye flour",baked,"vegetarian, omnivore",anytime,"rye bread, multigrain bread","savory, buttery, mild, aromatic",baked,15,
Rezept Papageienkuchen DDR,A layered cake with a playful design and fruity flavors.,"East Brandenburg, Berlin, Poland",Sponge Cake,"eggs, sugar, flour, butter, fruit jelly, whipped cream, marzipan, food coloring",baked,"vegetarian, omnivore",anytime,"different fruit flavors, different color schemes","sweet, fruity, creamy, aromatic",layering,45,
Rhabarber-Brioche-Pudding,Baked pudding featuring rhubarb and brioche bread.,"Bavaria, Austria, Switzerland",Rhubarb,"rhubarb, brioche, eggs, milk, sugar, vanilla, butter",cooked,"vegetarian, omnivore","breakfast, anytime","with custard, with cream, with crumble","sweet, sour, creamy, buttery, fruity",baked,35,
Rheinische Kartoffelsuppe,A creamy potato soup with vegetables and herbs.,"Rhineland, North Rhine-Westphalia, Netherlands",Potato,"potato, onion, celery, carrot, vegetable broth, cream, herbs, spices, bacon (optional)",boiled,"vegetarian, vegan (without bacon), omnivore, halal, kosher","lunch, dinner","with bacon, with smoked sausage, with horseradish","savory, creamy, aromatic, earthy, mild",boiling,30,
Rheinischer Bohnentopf,A hearty and flavorful bean stew.,"Rhineland, North Rhine-Westphalia, Netherlands",Beans,"beans, smoked pork, onion, celery, carrots, broth, marjoram, bay leaf, mustard, vinegar, salt, pepper",boiled,"vegetarian, omnivore","lunch, dinner","with potatoes, without pork, with smoked sausage","savory, smoky, tangy, aromatic",boiling,90,smoked pork
Rheinischer Sauerbraten,"Pot roast marinated in vinegar and spices, served with a rich sauce and side dishes.","Rhineland, North Rhine-Westphalia, Baden-Württemberg, Switzerland",Beef,"vinegar, water, bay leaves, juniper berries, peppercorns, cloves, onions, sugar, red wine, vegetable oil, roux, raisins, apples",sliced,omnivore,dinner,"different meat types, sweeter versions, drier versions","sour, savory, aromatic, tangy, buttery",braising,180,beef roast
Rinderbraten mit Kraeutern,"Braised beef with herbs, typically served with potatoes or dumplings.","Bavaria, Austria, Switzerland",Beef,"beef, onion, carrots, celery, beef broth, red wine, bay leaf, thyme, rosemary, peppercorns, salt, oil",sliced,omnivore,dinner,"with gravy, with mushrooms, with dumplings","savory, aromatic, earthy, buttery",braising,120,rump roast
Rinderbraten mit Semmelknoedeln und Preiselbeer-Birnen,Braised beef with bread dumplings and cranberry-pear sauce.,"Bavaria, Austria, Switzerland",Beef,"beef, bread dumplings, cranberries, pears, onion, beef broth, butter, flour, bay leaf, thyme, salt, pepper",braised,omnivore,dinner,"different meat cuts, different fruit sauces","savory, fruity, tangy, buttery, aromatic",braising,150,beef chuck
Rinderbratwurst,Pan-fried beef sausage with a robust flavor.,"Bavaria, Austria, Switzerland",Beef,"beef, pork fat, salt, pepper, marjoram, garlic, caraway, onion",cooked,"omnivore, halal, kosher","lunch, dinner, anytime","smoked, grilled","savory, aromatic, smoky, nutty",frying,20,
Rinderbruehe,"Clear beef broth, often served as a starter or light meal.","Bavaria, Austria, Switzerland",Beef,"beef, water, carrots, celery, onion, parsley, bay leaf, peppercorns, salt",boiled,"omnivore, halal, kosher","lunch, anytime","with noodles, with vegetables, clear broth","savory, umami, aromatic, mild",boiling,20,
Rinderbruehe mit Flaedle,"Beef broth with soft, baked bread strips.","Baden-Wuerttemberg, Switzerland",Beef Broth,"beef, water, onion, carrots, celery, parsley, flour, milk, salt, pepper, bay leaf",liquid,"omnivore, vegetarian","lunch, dinner","with different bread types, with egg","savory, umami, aromatic, mild, buttery",boiling,25,
Rinderfilet mit Ofenkartoffeln und Salat,Pan-fried beef fillet served with roasted potatoes and salad.,"Bavaria, Austria, Switzerland",Beef fillet,"beef fillet, potatoes, salad, oil, salt, pepper, herbs",pan-fried,omnivore,dinner,"sauce variations, different potato types","savory, buttery, mild, aromatic",pan-frying,25,beef fillet
Rinderfond ,"Rich beef broth, often used as a base for sauces and soups.","Austria, Bavaria, Switzerland",Beef,"beef bones, carrots, celery, onion, bay leaf, peppercorns, parsley",boiled,omnivore,anytime,"clear broth, dark broth, flavored broth","umami, savory, aromatic, mild",simmering,90,
Rinderroulade,Thinly sliced beef rolled with filling and braised in gravy.,"Bavaria, Baden-Württemberg, Austria",Beef,"beef, bacon, onions, pickles, mustard, bread crumbs, gravy, carrots, celery",braised,omnivore,"lunch, dinner","with different fillings, different gravies","savory, umami, aromatic, tangy, buttery",braising,90,beef round
Rinderrouladen auf Ofengemuese,Beef roulades served with roasted vegetables.,"Bavaria, Baden-Württemberg, Austria",Beef,"beef, bacon, onions, pickles, mustard, vegetables, herbs, broth",cooked,omnivore,dinner,"with different fillings, different vegetables","savory, umami, aromatic, tangy, buttery",braised,90,beef round
Rinderrouladen mit Datteln,"Beef rolls filled with bacon, onions, pickles, and raisins, braised in a sauce.","Bavaria, Rhineland-Palatinate, Austria",Beef,"beef, bacon, onions, pickles, raisins, mustard, beef broth, flour, oil, vinegar",braised,omnivore,dinner,"with mushrooms, with apples, with different fillings","savory, sweet, tangy, umami, aromatic",braising,90,beef chuck
Rinderrouladen mit Kartoffeln und Rotkohl,"Thinly sliced beef rolled with fillings, braised in a rich sauce, served with potatoes and red cabbage.","Bavaria, Baden-Württemberg, Austria",Beef,"beef, bacon, onions, mustard, pickles, red cabbage, potatoes, beef broth, red wine, carrots, celery",braised,omnivore,dinner,"with different fillings, different sauces","savory, umami, aromatic, tangy, buttery",braising,90,beef
Rinderrouladen nach Hausfrauenart,"Beef rolls filled with bacon, onions, pickles and mustard, braised in a rich gravy.","Bavaria, Baden-Württemberg, Austria",Beef,"beef, bacon, onion, gherkins, mustard, beef broth, tomato paste, flour, oil, bay leaf, peppercorns",braised,omnivore,dinner,"with different fillings, oven-baked","savory, umami, tangy, aromatic, buttery",braising,120,beef round
Rinderschmorbraten,Braised beef roast with gravy.,"Bavaria, Austria, Switzerland",Beef,"beef, onion, carrots, celery, beef broth, red wine, bay leaf, juniper berries, black peppercorns, flour, oil",sliced,omnivore,dinner,"with mushrooms, with dumplings, with potatoes","savory, umami, aromatic, smoky, buttery",braising,150,beef chuck
Rindersteak in Wodkamarinade,Seared beef steak marinated in vodka and herbs.,"Baltic States, Poland, Austria",Beef,"vodka, dill, parsley, garlic, pepper, salt, olive oil",sliced,omnivore,dinner,"grilled, pan-fried","savory, aromatic, umami, tangy",pan-frying,15,sirloin
Rindfleischsuppe,A hearty beef broth soup.,"Austria, Bavaria, Switzerland",Beef,"beef, carrots, celery, onion, broth, bay leaf, peppercorns, parsley",boiled,"omnivore, anytime","lunch, dinner","with noodles, with dumplings, with vegetables","savory, umami, aromatic, mild",boiling,30,beef shank
Roesti-Auflauf mit versunkenen Spiegeleiern,Layered potato pancake bake with fried eggs baked inside.,"Switzerland, Bavaria, Austria",Potato,"potato, egg, onion, cheese, cream, salt, pepper, oil",sliced,"vegetarian, omnivore","breakfast, lunch, dinner","with bacon, with sausage, with mushrooms","savory, cheesy, creamy, buttery, aromatic",frying,30,
Rohe Kloesse,"Dumplings served raw, intended for immediate consumption.","Bavaria, Austria, Switzerland",Potato,"potato, flour, water, salt, onion, chives",raw,"vegetarian, vegan, omnivore",anytime,"filled, fried, boiled","mild, savory, earthy",eating raw,5,
Rohe Krakauer,"Crude sausage from Austria, typically served with mustard and bread.","Austria, Bavaria, Czech Republic",Sausage,"pork, beef, salt, pepper, garlic, marjoram, caraway, mustard",raw,omnivore,anytime,"smoked, cooked","savory, aromatic, umami, salty",curing,10,
Rohrnudeln,Tube-shaped pasta typically served with cheese and bacon.,"Bavaria, Austria, Switzerland",Pasta,"pasta, bacon, onion, flour, egg, parmesan cheese, butter, milk",boiled,"omnivore, vegetarian","lunch, dinner","with different cheeses, with vegetables","savory, cheesy, buttery, creamy, mild",boiled,20,
Rollbraten mit Speck-Pilz-Fuellung und Brokkoli & Kartoffeln,"Roasted beef roll filled with bacon and mushrooms, served with broccoli and potatoes.","Bavaria, Austria, Switzerland",Beef,"beef, bacon, mushrooms, broccoli, potatoes, onion, garlic, herbs, broth, mustard",roasted,omnivore,dinner,"with different fillings, with gravy","savory, umami, aromatic, buttery",roasted,120,beef roast
Rosenkohl-Kartoffel-Auflauf,Baked casserole with Brussels sprouts and potatoes.,"Bavaria, Austria, Switzerland",Brussels sprouts,"brussels sprouts, potatoes, onions, cream, cheese, nutmeg, salt, pepper",cooked,"vegetarian, omnivore",dinner,"with bacon, with sausage, with mushrooms","savory, cheesy, creamy, buttery, earthy",baked,45,
Rosenkohl-Kuerbis-Spiesse mit Orangen-Gremolata,Roasted Brussels sprouts and pumpkin skewers with an orange gremolata.,"Bavaria, Austria, Switzerland",Brussels sprouts,"brussels sprouts, pumpkin, orange, parsley, garlic, olive oil, salt, pepper",roasted,"vegetarian, vegan, omnivore",dinner,"different types of pumpkin, different citrus fruits","sweet, sour, aromatic, savory, earthy, fruity",roasted,25,
Rosenkuchen mit Aepfeln,Baked yeast cake with apples and raisins.,"Baden-Wuerttemberg, Bavaria, Austria",Apple,"yeast, flour, milk, butter, sugar, apples, raisins, lemon zest, cinnamon",sliced,"vegetarian, kosher","anytime, breakfast","different types of apples, poppy seeds, crumble topping","sweet, fruity, aromatic, buttery",baked,45,
Rosmarin-Kartoffeln aus der Heissluftfritteuse,"Roasted potatoes seasoned with rosemary, cooked in an air fryer.","Bavaria, Austria, Switzerland",Potato,"potato, rosemary, olive oil, salt, pepper",sliced,"vegetarian, vegan, omnivore",anytime,"with garlic, with paprika, with thyme","aromatic, savory, buttery, earthy, mild",air frying,25,
Rostbratwuerstchen mit norddeutschem Kartoffelsalat,Grilled sausage served with a potato salad dressing with vinegar and oil.,"Lower Saxony, Schleswig-Holstein, Hamburg, Netherlands",Sausage,"potatoes, vinegar, oil, mustard, onion, pickles, sausage, salt, pepper",grilled,omnivore,"lunch, anytime","different sausage types, additions of bacon, mayonnaise","savory, tangy, aromatic",grilling,15,pork
Rotbarsch mit Panade und Remoulade,Pan-fried redfish with remoulade sauce.,"North Sea, Baltic Sea, Netherlands, Denmark",Redfish,"redfish, flour, egg, breadcrumbs, mayonnaise, capers, gherkins, onion, lemon, oil, vinegar, herbs",fillet,"omnivore, halal, kosher","lunch, dinner","grilled, baked","savory, tangy, aromatic, buttery",fried,15,
